created At,tree ID,curb loc,status,spc common,zip city,boroName
9/3/2015,200359,OnCurb,Alive,red maple,Staten Island,Staten Island
8/20/2015,161212,OnCurb,Alive,pin oak,Staten Island,Staten Island
9/8/2015,209543,OnCurb,Alive,honeylocust,Bronx,Bronx
7/22/2015,86337,OnCurb,Alive,Japanese tree lilac,Brooklyn,Brooklyn
7/2/2015,47063,OnCurb,Alive,Japanese tree lilac,Brooklyn,Brooklyn
7/2/2015,47065,OnCurb,Alive,Japanese tree lilac,Brooklyn,Brooklyn
6/29/2015,41322,OnCurb,Alive,Japanese tree lilac,Staten Island,Staten Island
7/1/2015,45361,OnCurb,Alive,Japanese tree lilac,Staten Island,Staten Island
7/27/2015,95704,OnCurb,Alive,hardy rubber tree,Bellerose,Queens
7/27/2015,97944,OnCurb,Alive,Japanese tree lilac,Elmhurst,Queens
8/10/2015,132935,OnCurb,Alive,Japanese tree lilac,Staten Island,Staten Island
7/31/2015,106400,OnCurb,Alive,Japanese tree lilac,Astoria,Queens
8/5/2015,119929,OnCurb,Alive,Japanese tree lilac,Bronx,Bronx
8/5/2015,119931,OnCurb,Alive,Japanese tree lilac,Bronx,Bronx
8/29/2015,185509,OnCurb,Alive,Japanese tree lilac,Bronx,Bronx
8/25/2015,174077,OnCurb,Alive,honeylocust,New York,Manhattan
8/26/2015,178153,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/8/2015,209337,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,188947,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
8/25/2015,173475,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/26/2015,177919,OnCurb,Alive,green ash,Staten Island,Staten Island
8/27/2015,180944,OnCurb,Alive,green ash,Brooklyn,Brooklyn
8/18/2015,155991,OnCurb,Alive,green ash,Brooklyn,Brooklyn
8/28/2015,181878,OnCurb,Alive,green ash,Brooklyn,Brooklyn
8/27/2015,180793,OnCurb,Alive,green ash,Forest Hills,Queens
9/1/2015,194165,OnCurb,Alive,green ash,Brooklyn,Brooklyn
8/31/2015,192791,OnCurb,Alive,green ash,Brooklyn,Brooklyn
8/31/2015,192225,OnCurb,Alive,green ash,Staten Island,Staten Island
9/6/2015,206306,OnCurb,Stump,,East Elmhurst,Queens
9/8/2015,208827,OnCurb,Stump,,New York,Manhattan
8/31/2015,193184,OnCurb,Dead,,Forest Hills,Queens
8/31/2015,191415,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
9/3/2015,200390,OnCurb,Stump,,Staten Island,Staten Island
8/28/2015,181920,OnCurb,Dead,,Brooklyn,Brooklyn
8/26/2015,178580,OnCurb,Stump,,Woodhaven,Queens
8/30/2015,190326,OnCurb,Alive,Japanese zelkova,New York,Manhattan
9/7/2015,208277,OnCurb,Alive,Japanese zelkova,Woodside,Queens
9/7/2015,208278,OnCurb,Alive,Japanese zelkova,Woodside,Queens
8/25/2015,174753,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
8/24/2015,170524,OnCurb,Alive,Japanese zelkova,Far Rockaway,Queens
9/8/2015,210600,OnCurb,Stump,,Staten Island,Staten Island
9/4/2015,201758,OnCurb,Dead,,Brooklyn,Brooklyn
9/8/2015,208996,OnCurb,Stump,,Astoria,Queens
8/28/2015,182841,OnCurb,Dead,,Brooklyn,Brooklyn
9/1/2015,195532,OffsetFromCurb,Alive,Sophora,New York,Manhattan
9/1/2015,194113,OnCurb,Alive,Sophora,Bronx,Bronx
8/29/2015,184970,OnCurb,Alive,Sophora,Bronx,Bronx
8/27/2015,179705,OnCurb,Alive,sweetgum,Forest Hills,Queens
8/28/2015,182262,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
8/28/2015,182266,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
8/25/2015,175146,OnCurb,Alive,Sophora,Brooklyn,Brooklyn
8/31/2015,190705,OnCurb,Alive,English oak,Brooklyn,Brooklyn
8/31/2015,190937,OnCurb,Alive,pin oak,New York,Manhattan
9/1/2015,195466,OnCurb,Alive,red maple,Staten Island,Staten Island
9/3/2015,200733,OnCurb,Alive,pin oak,Astoria,Queens
8/29/2015,184036,OnCurb,Alive,red maple,Bronx,Bronx
9/4/2015,201652,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/3/2015,200333,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/7/2015,208700,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
8/25/2015,173002,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
9/8/2015,209091,OnCurb,Alive,Callery pear,Bronx,Bronx
9/8/2015,209093,OnCurb,Alive,Callery pear,Bronx,Bronx
9/5/2015,204011,OnCurb,Alive,Callery pear,New York,Manhattan
9/3/2015,200508,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
9/7/2015,208732,OnCurb,Alive,Callery pear,Jackson Heights,Queens
8/30/2015,190239,OnCurb,Alive,Callery pear,New York,Manhattan
8/28/2015,182821,OnCurb,Alive,Callery pear,Corona,Queens
8/31/2015,193217,OnCurb,Alive,Callery pear,Forest Hills,Queens
8/8/2015,127637,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
9/2/2015,197795,OnCurb,Alive,silver linden,Staten Island,Staten Island
8/21/2015,164654,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/24/2015,172431,OnCurb,Alive,littleleaf linden,Astoria,Queens
9/4/2015,201704,OnCurb,Alive,sassafras,Brooklyn,Brooklyn
9/8/2015,209742,OnCurb,Alive,littleleaf linden,Staten Island,Staten Island
8/31/2015,192244,OnCurb,Alive,littleleaf linden,Kew Gardens,Queens
9/1/2015,195238,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/1/2015,194252,OnCurb,Alive,littleleaf linden,New York,Manhattan
9/1/2015,194902,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/22/2015,165615,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/29/2015,186821,OffsetFromCurb,Alive,littleleaf linden,Rego Park,Queens
9/1/2015,193734,OnCurb,Alive,littleleaf linden,Long Island City,Queens
8/27/2015,180548,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/1/2015,194577,OnCurb,Alive,littleleaf linden,New York,Manhattan
8/24/2015,171042,OnCurb,Alive,Callery pear,Forest Hills,Queens
8/28/2015,182842,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
9/2/2015,198167,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/5/2015,204415,OffsetFromCurb,Alive,Callery pear,Brooklyn,Brooklyn
8/30/2015,190179,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/2/2015,196196,OnCurb,Alive,silver linden,New York,Manhattan
8/31/2015,192183,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
8/29/2015,183691,OnCurb,Alive,Callery pear,Staten Island,Staten Island
8/27/2015,179397,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
8/27/2015,179965,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
9/8/2015,208810,OnCurb,Alive,Callery pear,Jackson Heights,Queens
9/6/2015,205687,OnCurb,Alive,Callery pear,New York,Manhattan
9/1/2015,193420,OnCurb,Alive,silver linden,Jackson Heights,Queens
8/27/2015,180067,OnCurb,Alive,London planetree,Flushing,Queens
8/31/2015,193068,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/4/2015,203395,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/30/2015,189791,OnCurb,Alive,American elm,Brooklyn,Brooklyn
8/28/2015,182358,OnCurb,Alive,London planetree,Staten Island,Staten Island
9/2/2015,197798,OnCurb,Alive,London planetree,Staten Island,Staten Island
8/25/2015,174652,OnCurb,Alive,American elm,Brooklyn,Brooklyn
8/30/2015,190178,OnCurb,Alive,London planetree,Staten Island,Staten Island
8/30/2015,189641,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/30/2015,188956,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/3/2015,200524,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/7/2015,208212,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/30/2015,188505,OnCurb,Alive,London planetree,New York,Manhattan
9/8/2015,209504,OnCurb,Alive,Japanese zelkova,Bronx,Bronx
8/30/2015,190403,OnCurb,Alive,Japanese zelkova,New York,Manhattan
8/26/2015,178201,OnCurb,Dead,,Brooklyn,Brooklyn
9/8/2015,209357,OnCurb,Alive,northern red oak,Staten Island,Staten Island
9/7/2015,208687,OnCurb,Stump,,Brooklyn,Brooklyn
9/5/2015,203641,OnCurb,Alive,northern red oak,Forest Hills,Queens
9/3/2015,200546,OnCurb,Alive,pin oak,Whitestone,Queens
9/1/2015,195251,OnCurb,Alive,pin oak,New York,Manhattan
8/27/2015,180592,OnCurb,Alive,pin oak,Forest Hills,Queens
8/29/2015,184570,OnCurb,Alive,pin oak,Bronx,Bronx
9/3/2015,200148,OnCurb,Alive,red maple,Fresh Meadows,Queens
8/27/2015,181228,OnCurb,Alive,pin oak,Springfield Gardens,Queens
8/22/2015,165618,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/7/2015,208336,OnCurb,Alive,pin oak,New York,Manhattan
9/7/2015,208633,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/2/2015,198337,OnCurb,Alive,pin oak,New York,Manhattan
9/2/2015,196108,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/26/2015,178660,OnCurb,Alive,honeylocust,Staten Island,Staten Island
8/29/2015,184583,OnCurb,Alive,honeylocust,Bronx,Bronx
8/30/2015,189406,OnCurb,Alive,ginkgo,New York,Manhattan
9/8/2015,210487,OnCurb,Alive,honeylocust,Bronx,Bronx
8/29/2015,185083,OnCurb,Alive,honeylocust,Bronx,Bronx
8/24/2015,171783,OnCurb,Alive,honeylocust,Far Rockaway,Queens
8/31/2015,192596,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/29/2015,184122,OnCurb,Alive,American linden,Bronx,Bronx
8/29/2015,184347,OnCurb,Alive,honeylocust,East Elmhurst,Queens
8/31/2015,193214,OnCurb,Alive,ginkgo,Forest Hills,Queens
9/5/2015,204456,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/31/2015,191377,OnCurb,Alive,honeylocust,Staten Island,Staten Island
8/25/2015,173693,OnCurb,Alive,honeylocust,New York,Manhattan
9/8/2015,209034,OnCurb,Alive,American linden,Staten Island,Staten Island
9/8/2015,209166,OnCurb,Alive,honeylocust,Bronx,Bronx
8/30/2015,188612,OnCurb,Alive,honeylocust,New York,Manhattan
8/25/2015,174070,OnCurb,Alive,honeylocust,New York,Manhattan
8/25/2015,174072,OnCurb,Alive,honeylocust,New York,Manhattan
9/8/2015,209336,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,188946,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
9/2/2015,198897,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/2/2015,198904,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/4/2015,201805,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/8/2015,130023,OnCurb,Alive,hardy rubber tree,Astoria,Queens
8/8/2015,130025,OnCurb,Alive,hardy rubber tree,Astoria,Queens
8/24/2015,170044,OnCurb,Alive,hardy rubber tree,Brooklyn,Brooklyn
8/19/2015,159273,OnCurb,Alive,Japanese tree lilac,Rockaway Park,Queens
8/10/2015,133603,OnCurb,Alive,Japanese tree lilac,Far Rockaway,Queens
8/14/2015,145642,OnCurb,Alive,Japanese tree lilac,Brooklyn,Brooklyn
8/30/2015,189764,OnCurb,Alive,pin oak,Astoria,Queens
8/31/2015,192999,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/8/2015,209416,OnCurb,Alive,pin oak,Staten Island,Staten Island
9/8/2015,209418,OnCurb,Alive,pin oak,Staten Island,Staten Island
8/31/2015,192672,OffsetFromCurb,Alive,pin oak,New York,Manhattan
9/7/2015,208282,OnCurb,Alive,pin oak,Woodside,Queens
9/7/2015,208614,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/30/2015,190126,OnCurb,Alive,honeylocust,New York,Manhattan
9/8/2015,209278,OnCurb,Alive,honeylocust,Bronx,Bronx
9/8/2015,209281,OnCurb,Alive,honeylocust,Bronx,Bronx
8/29/2015,186968,OnCurb,Alive,honeylocust,Arverne,Queens
8/20/2015,160845,OnCurb,Alive,American linden,Brooklyn,Brooklyn
9/3/2015,200221,OnCurb,Alive,ginkgo,New York,Manhattan
9/3/2015,200222,OnCurb,Alive,ginkgo,New York,Manhattan
9/5/2015,205151,OnCurb,Alive,honeylocust,New York,Manhattan
9/5/2015,205152,OnCurb,Alive,honeylocust,New York,Manhattan
9/7/2015,208159,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
9/7/2015,208160,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,190461,OnCurb,Alive,honeylocust,Jackson Heights,Queens
8/30/2015,190462,OnCurb,Alive,honeylocust,Jackson Heights,Queens
9/5/2015,203912,OnCurb,Alive,littleleaf linden,New York,Manhattan
9/4/2015,203601,OnCurb,Alive,London planetree,Astoria,Queens
9/4/2015,203608,OnCurb,Alive,London planetree,Astoria,Queens
9/5/2015,204119,OnCurb,Alive,London planetree,Staten Island,Staten Island
9/5/2015,203762,OnCurb,Alive,London planetree,Astoria,Queens
9/8/2015,208867,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/31/2015,193255,OnCurb,Alive,sycamore maple,Staten Island,Staten Island
8/30/2015,190290,OnCurb,Alive,London planetree,Staten Island,Staten Island
9/6/2015,207520,OnCurb,Alive,London planetree,New York,Manhattan
8/27/2015,180019,OnCurb,Alive,London planetree,Flushing,Queens
8/30/2015,188954,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/30/2015,189690,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/7/2015,208206,OnCurb,Alive,American elm,Brooklyn,Brooklyn
8/18/2015,157461,OnCurb,Alive,green ash,South Ozone Park,Queens
8/24/2015,170397,OnCurb,Alive,green ash,New York,Manhattan
9/1/2015,195318,OnCurb,Alive,green ash,Woodside,Queens
8/31/2015,192527,OnCurb,Alive,green ash,Brooklyn,Brooklyn
8/22/2015,166353,OnCurb,Alive,green ash,Forest Hills,Queens
8/15/2015,147250,OnCurb,Alive,green ash,Ridgewood,Queens
9/8/2015,209871,OffsetFromCurb,Alive,white ash,Staten Island,Staten Island
9/4/2015,201749,OnCurb,Alive,green ash,Brooklyn,Brooklyn
8/21/2015,163745,OnCurb,Alive,green ash,Brooklyn,Brooklyn
8/27/2015,180644,OnCurb,Alive,green ash,Woodside,Queens
8/28/2015,181829,OnCurb,Alive,green ash,Ridgewood,Queens
8/22/2015,165617,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/27/2015,179540,OnCurb,Alive,pin oak,Flushing,Queens
9/7/2015,208117,OnCurb,Alive,red maple,Brooklyn,Brooklyn
9/3/2015,200548,OnCurb,Alive,pin oak,Whitestone,Queens
9/3/2015,199042,OffsetFromCurb,Alive,pin oak,New York,Manhattan
9/2/2015,196719,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/1/2015,194815,OnCurb,Alive,pin oak,Staten Island,Staten Island
9/2/2015,196487,OffsetFromCurb,Alive,pin oak,Brooklyn,Brooklyn
8/27/2015,179990,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/28/2015,182749,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/4/2015,203522,OnCurb,Alive,pin oak,Forest Hills,Queens
8/30/2015,189518,OnCurb,Alive,pin oak,Astoria,Queens
8/31/2015,192343,OnCurb,Alive,pin oak,Kew Gardens,Queens
8/29/2015,185408,OnCurb,Alive,pin oak,Bronx,Bronx
8/30/2015,188848,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/1/2015,193424,OnCurb,Alive,silver linden,Jackson Heights,Queens
9/3/2015,199742,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,190305,OnCurb,Alive,honeylocust,Ridgewood,Queens
8/31/2015,191409,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
8/26/2015,178682,OnCurb,Alive,honeylocust,Woodhaven,Queens
8/30/2015,190414,OnCurb,Alive,honeylocust,New York,Manhattan
8/30/2015,190416,OnCurb,Alive,honeylocust,New York,Manhattan
8/30/2015,190448,OnCurb,Alive,honeylocust,New York,Manhattan
8/26/2015,178073,OnCurb,Alive,honeylocust,Little Neck,Queens
9/5/2015,204422,OnCurb,Alive,honeylocust,New York,Manhattan
9/7/2015,208132,OnCurb,Alive,ginkgo,New York,Manhattan
8/27/2015,179743,OnCurb,Alive,honeylocust,Forest Hills,Queens
8/30/2015,190450,OnCurb,Alive,honeylocust,Jackson Heights,Queens
8/30/2015,188506,OnCurb,Alive,London planetree,New York,Manhattan
8/29/2015,186215,OnCurb,Alive,willow oak,Bronx,Bronx
9/2/2015,196226,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
7/1/2015,45313,OnCurb,Alive,Japanese tree lilac,Brooklyn,Brooklyn
7/25/2015,91723,OnCurb,Alive,Japanese tree lilac,Ridgewood,Queens
8/13/2015,142796,OnCurb,Alive,Japanese tree lilac,Springfield Gardens,Queens
6/8/2015,13729,OnCurb,Alive,Japanese tree lilac,Whitestone,Queens
7/21/2015,82681,OnCurb,Alive,hardy rubber tree,New York,Manhattan
7/21/2015,82682,OnCurb,Alive,hardy rubber tree,New York,Manhattan
8/8/2015,128473,OnCurb,Alive,Japanese tree lilac,Brooklyn,Brooklyn
7/21/2015,82999,OnCurb,Alive,Japanese tree lilac,Brooklyn,Brooklyn
8/1/2015,110326,OnCurb,Alive,Japanese tree lilac,Brooklyn,Brooklyn
8/1/2015,110076,OnCurb,Alive,hardy rubber tree,Brooklyn,Brooklyn
8/31/2015,191533,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
8/29/2015,187686,OnCurb,Alive,Callery pear,Staten Island,Staten Island
8/31/2015,192952,OnCurb,Alive,Callery pear,New York,Manhattan
8/30/2015,189557,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
9/3/2015,200357,OnCurb,Alive,red maple,Staten Island,Staten Island
8/20/2015,161214,OnCurb,Alive,pin oak,Staten Island,Staten Island
9/7/2015,208628,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/28/2015,181638,OnCurb,Alive,pin oak,Howard Beach,Queens
8/18/2015,156152,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/6/2015,206405,OnCurb,Alive,pin oak,East Elmhurst,Queens
9/6/2015,206524,OnCurb,Alive,pin oak,Astoria,Queens
8/30/2015,189575,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/19/2015,160781,OnCurb,Alive,pin oak,New York,Manhattan
8/19/2015,160782,OnCurb,Alive,pin oak,New York,Manhattan
9/2/2015,198510,OnCurb,Alive,pin oak,New York,Manhattan
9/2/2015,196470,OffsetFromCurb,Alive,pin oak,Brooklyn,Brooklyn
9/2/2015,196485,OffsetFromCurb,Alive,pin oak,Brooklyn,Brooklyn
8/27/2015,179858,OnCurb,Alive,pin oak,Forest Hills,Queens
8/27/2015,179992,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/20/2015,160955,OnCurb,Alive,pin oak,Staten Island,Staten Island
9/3/2015,200633,OnCurb,Alive,pin oak,Whitestone,Queens
9/7/2015,208621,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/29/2015,186225,OffsetFromCurb,Alive,pin oak,Bronx,Bronx
9/7/2015,208721,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/30/2015,189669,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/26/2015,178705,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/1/2015,195968,OnCurb,Alive,Callery pear,New York,Manhattan
8/31/2015,191528,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/25/2015,173487,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,189981,OnCurb,Alive,honeylocust,New York,Manhattan
9/4/2015,201895,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
9/8/2015,209165,OnCurb,Alive,honeylocust,Bronx,Bronx
9/8/2015,209608,OnCurb,Alive,ginkgo,New York,Manhattan
8/25/2015,173987,OnCurb,Alive,ginkgo,Staten Island,Staten Island
8/30/2015,189556,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
9/8/2015,208908,OnCurb,Alive,crab apple,Astoria,Queens
8/24/2015,171072,OnCurb,Alive,golden raintree,Forest Hills,Queens
8/12/2015,140581,OnCurb,Alive,Schumard's oak,Astoria,Queens
8/17/2015,152134,OnCurb,Alive,golden raintree,Staten Island,Staten Island
8/26/2015,178431,OnCurb,Alive,golden raintree,Little Neck,Queens
8/30/2015,188410,OnCurb,Dead,,Jackson Heights,Queens
8/29/2015,183823,OnCurb,Stump,,Staten Island,Staten Island
9/1/2015,193392,OnCurb,Alive,Japanese zelkova,Jackson Heights,Queens
8/30/2015,189412,OnCurb,Dead,,New York,Manhattan
8/31/2015,192613,OffsetFromCurb,Alive,northern red oak,New York,Manhattan
8/27/2015,180422,OnCurb,Alive,northern red oak,Far Rockaway,Queens
8/31/2015,193215,OnCurb,Alive,Japanese zelkova,Forest Hills,Queens
8/18/2015,155652,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
9/2/2015,198395,OnCurb,Alive,black oak,Flushing,Queens
8/27/2015,180011,OnCurb,Dead,,Brooklyn,Brooklyn
9/2/2015,196189,OnCurb,Alive,Chinese elm,Brooklyn,Brooklyn
8/30/2015,189344,OnCurb,Alive,Japanese zelkova,Brooklyn,Brooklyn
9/4/2015,203452,OnCurb,Alive,Japanese zelkova,Forest Hills,Queens
9/1/2015,193415,OnCurb,Alive,Japanese zelkova,Jackson Heights,Queens
9/7/2015,208616,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/2/2015,196773,OnCurb,Alive,pin oak,New York,Manhattan
9/1/2015,194576,OnCurb,Alive,pin oak,New York,Manhattan
8/29/2015,186220,OffsetFromCurb,Alive,pin oak,Bronx,Bronx
8/29/2015,186222,OffsetFromCurb,Alive,pin oak,Bronx,Bronx
9/3/2015,200562,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/30/2015,189262,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/7/2015,208750,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/3/2015,200751,OnCurb,Alive,red maple,Astoria,Queens
9/2/2015,198656,OnCurb,Alive,red maple,Jackson Heights,Queens
8/29/2015,187458,OnCurb,Alive,pin oak,Corona,Queens
8/27/2015,180372,OnCurb,Alive,Kentucky yellowwood,Brooklyn,Brooklyn
9/8/2015,209075,OnCurb,Alive,red maple,Staten Island,Staten Island
9/7/2015,208377,OnCurb,Alive,ginkgo,New York,Manhattan
8/30/2015,188740,OnCurb,Alive,honeylocust,Astoria,Queens
9/8/2015,209263,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/3/2015,199954,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/25/2015,174249,OnCurb,Alive,ginkgo,New York,Manhattan
8/30/2015,189558,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
6/4/2015,9934,OnCurb,Alive,Siberian elm,Staten Island,Staten Island
7/13/2015,64617,OnCurb,Alive,black walnut,New York,Manhattan
6/23/2015,31375,OnCurb,Alive,Siberian elm,Bronx,Bronx
7/31/2015,106279,OnCurb,Alive,black walnut,New York,Manhattan
5/22/2015,2010,OnCurb,Alive,weeping willow,Bayside,Queens
8/5/2015,121791,OffsetFromCurb,Alive,black walnut,Brooklyn,Brooklyn
5/19/2015,306,OnCurb,Alive,Siberian elm,Bronx,Bronx
9/8/2015,209367,OnCurb,Alive,American elm,Staten Island,Staten Island
9/4/2015,203408,OnCurb,Alive,katsura tree,Brooklyn,Brooklyn
9/3/2015,200461,OnCurb,Alive,London planetree,Fresh Meadows,Queens
9/3/2015,199918,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/29/2015,186214,OnCurb,Alive,willow oak,Bronx,Bronx
8/30/2015,189161,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/3/2015,200043,OnCurb,Alive,London planetree,Whitestone,Queens
8/30/2015,190122,OnCurb,Alive,honeylocust,New York,Manhattan
8/31/2015,191637,OnCurb,Alive,honeylocust,Staten Island,Staten Island
9/3/2015,200218,OnCurb,Alive,ginkgo,New York,Manhattan
8/31/2015,191401,OnCurb,Alive,honeylocust,New York,Manhattan
8/27/2015,181216,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/25/2015,173485,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/8/2015,209824,OnCurb,Alive,pin oak,New York,Manhattan
8/27/2015,179725,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/27/2015,179859,OnCurb,Alive,pin oak,Forest Hills,Queens
8/27/2015,179991,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/5/2015,204042,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/7/2015,208618,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/7/2015,208620,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/7/2015,208635,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
8/26/2015,178068,OnCurb,Alive,pin oak,Little Neck,Queens
8/29/2015,186226,OffsetFromCurb,Alive,pin oak,Bronx,Bronx
8/29/2015,185405,OnCurb,Alive,pin oak,Bronx,Bronx
9/7/2015,208720,OnCurb,Alive,pin oak,Brooklyn,Brooklyn
9/7/2015,208167,OnCurb,Alive,pin oak,New York,Manhattan
9/8/2015,209003,OnCurb,Alive,pin oak,Astoria,Queens
8/31/2015,192692,OnCurb,Alive,red maple,Brooklyn,Brooklyn
9/2/2015,198008,OnCurb,Alive,Callery pear,Howard Beach,Queens
